"datacamp_id","academic_year","location","intern_status","intern_work_site","work_site_zip","organization","industry","total_hours_worked","dob","mailing_zip","median_household_income","labor_force_participation","unemployment_rate","ssi","cash_assistance","snap","all_families_below_poverty","educational_attainment_ba","female_headed_households","race","gender","high_school","title_i_school","frl","graduation_rate_of_hs","college_enrollment_of_hs","hs_zip_code","nsc_data_available","first_year_college_enrollment","first_year_college_type","first_year_college_state","student_quote"
"UADC416","2012 - 2013","Chicago","Alumni","William Blair CHI 2012-2013","60606","William Blair","Financial Services",565,"1994-09-15","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,"Urban Alliance is an excellent program everyone should know about it."
"UADC505","2012 - 2013","DC - Year Round High School Program","Summer Program Alumni","Rock Creek Group DC 2013-2014","20008","Rock Creek Group","Financial Services",96,"1996-08-25","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",0,NA,NA,NA,"Urban Alliance is a great place to understand professionalism and the real work world. It will prepare for the future. "
"UADC388","2012 - 2013","Chicago","Alumni","Schiff Hardin CHI 2012-2013","60606","Schiff Hardin","Legal & Professional Services",541,"1995-03-26","60632",38545,0.661,0.107,0.033,0.076,0.232,0.209,0.085,0.096,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,"Urban Alliance helped me become a young professional and become a more polished person. It gave me that little push I needed to continue onto college and obtain a career. It taught me that every sacrifice that I made to be where I am today was not in vain and that at the end there will be some kind of reward waiting for me and those sacrifices were worth it.  "
"UADC419","2012 - 2013","DC - Year Round High School Program","Alumni","World Bank Group - IFC-Public Private Partnership 2012-2013","20433","World Bank Group","Government",NA,"1995-05-10","20003",107966,0.693,0.048,0.043,0.031,0.078,0.073,0.653,0.034,"Black","M","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"In life there are development stages: childhood, young adult, adult. Urban Alliance made a better person and a better man for changing the world."
"UADC229","2012 - 2013","Chicago","Alumni","Allscripts CHI 2012-2013","60654","Allscripts","Healthcare",577,"1995-08-09","60632",38545,0.661,0.107,0.033,0.076,0.232,0.209,0.085,0.096,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,"Urban Alliance is such a great opportunity. They work with you and help prepare you for the future. If I could, I'd do it all over again. "
"UADC244","2012 - 2013","Baltimore","Alumni","Bank of America BAL Mondawmin 2012-2013","20005","Bank of America","Financial Services",446,"1995-09-12","21223",25565,0.556,0.132,0.188,0.124,0.371,0.354,0.104,0.15,"Black","F","Northwestern High School",0,0.777,0.6049,0.346,"21215",1,NA,NA,NA,"Urban Alliance opened up new possibilities for me i never thought twice about working in a bank... this was my first job a lot of people can't say their first job was at BANK OF AMERICA "
"UADC294","2012 - 2013","Chicago","Alumni","Edelman CHI 2012-2013","60601","Edelman","Legal & Professional Services",515,"1994-09-13","60615",39055,0.641,0.098,0.07,0.029,0.187,0.174,0.534,0.089,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,"My internship was valuable because it gave me a look into the professional world it also gave me the push that i needed even though i may have not showed it but all in all the experience was cool."
"UADC359","2012 - 2013","DC - Year Round High School Program","Alumni","Office of Mayor Vincent Gray Office of Documents DC 2012-2013","20001","Office of Mayor Vincent Gray - Office of Documents","Government",494,"1994-12-19","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",1,NA,NA,NA,"UA was valuable because I was chosen out of many to work in the real world. I am very appreciative and attentive."
"UADC537","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","",NA,"","",NA,"1995-11-15","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Hispanic/Latino","","Roosevelt Senior High School",1,0.995434,0.62,NA,"20011",0,NA,NA,NA,""
"UADC377","2012 - 2013","Chicago","Alumni","Orbitz CHI 2012-2013","60661","Orbitz","Other",589,"1995-05-09","60501",48438,0.659,0.085,0.056,0.013,0.18,0.138,0.13,0.098,"Hispanic/Latino","M","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,""
"UADC399","2012 - 2013","DC - Year Round High School Program","Alumni","Urban Alliance 2012-2013","20005","UA DC","Non-profit",400,"1995-10-16","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,""
"UADC291","2012 - 2013","Chicago","Alumni","DLA Piper CHI 2012-2013","60601","DLA Piper","Legal & Professional Services",563,"1994-10-21","60653",24968,0.616,0.153,0.123,0.044,0.363,0.359,0.265,0.203,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"This program is life enhancing it helps with everyday life and situations. For high school students it's kind of hard figuring out how your getting to college on your own. Urban Alliance staff helps you make a great decision about what you want to do with your life. I'm glad I did this internship."
"UADC393","2012 - 2013","DC - Year Round High School Program","Alumni","Sitar Arts Center DC 2012-2013","20009","Sitar Arts Center","Non-profit",448,"1994-08-06","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Spingarn Senior High School",1,0.59,0.65,NA,"20002",1,NA,NA,NA,""
"UADC347","2012 - 2013","DC - Year Round High School Program","Alumni","Martha's Table DC 2012-2013","20009","Martha's Table","Non-profit",230,"1994-08-11","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",1,NA,NA,NA,""
"UADC375","2012 - 2013","DC - Year Round High School Program","Alumni","Office of the Deputy Mayor for Planning and Economic Development DC 2012-2013","20024","Office of the Deputy Mayor for Planning and Economic Development","Government",503,"1995-09-19","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",1,NA,NA,NA,""
"UADC235","2012 - 2013","DC - Year Round High School Program","Alumni","Archstone DC 2012-2013","22202","Archstone","Real Estate",553,"1995-12-12","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","M","IDEA Public Charter School",0,0.59799,0.42,NA,"20019",1,NA,NA,NA,"Urban Alliance is a valuable internship that prepares you for the real world. When graduate college, you have the knowledge and skill to get any job."
"UADC292","2012 - 2013","Baltimore","Alumni","Dundalk Youth Service Center BAL 2012-2013","21222","Dundalk Youth Service Center","Non-profit",349,"1995-07-27","21206",48428,0.706,0.079,0.052,0.04,0.169,0.139,0.171,0.127,"Black","F","The Academies at Frederick Douglass High School",1,0.93,0.5742,NA,"21217",1,NA,NA,NA,""
"UADC407","2012 - 2013","Chicago","Alumni","Urban Initiatives CHI 2012-2013","60661","Urban Initiatives","Non-profit",224,"1995-02-20","60653",24968,0.616,0.153,0.123,0.044,0.363,0.359,0.265,0.203,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,"My experience at the Urban Alliance was valuable because they taught the values of work ethics and how to present ours selves in a professional environment."
"UADC523","2012 - 2013","DC - Summer Program","Summer Program Alumni","World Bank- MNACE- 2012-2013","20433","World Bank Group","Government",NA,"1996-01-16","20024",72870,0.72,0.054,0.061,0.035,0.116,0.143,0.656,0.043,"Black","M","Cesar Chavez Park Side",1,1,0.92,NA,"20019",0,NA,NA,NA,""
"UADC452","2012 - 2013","DC - Year Round High School Program","Terminated Student - Performance Based","Cesar Chavez Charter School 2012-2013","20003","Cesar Chavez Public Charter School","Education",52,"1995-03-24","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","M","IDEA Public Charter School",0,0.59799,0.42,NA,"20019",0,NA,NA,NA,""
"UADC303","2012 - 2013","DC - Year Round High School Program","Alumni","Higher Achievement DC Metro 2012-2013","20002","Higher Achievement","Education",507,"1993-10-04","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Luke C. Moore Academy Senior High School",1,0.994505,0.37,NA,"20017",1,NA,NA,NA,"   My expirence with Urban Alliance has been very valuable because the mentors actually care and want to see you succeed. The program also has alot to offer and they really prepare you for the adult professional world. I would recommend this program to students and friends any day."
"UADC336","2012 - 2013","Baltimore","Alumni","Marriott BAL Waterfront 2012-2013","20817","Marriott","Hospitality",247,"1993-10-04","21223",25565,0.556,0.132,0.188,0.124,0.371,0.354,0.104,0.15,"Multiracial","M","The Academies at Frederick Douglass High School",1,0.93,0.5742,NA,"21217",1,NA,NA,NA,"UA was the best program ever you won't find nothing else like it. They there for you in they get you ready for life after high school in that's when life get tough."
"UADC511","2012 - 2013","Baltimore - YAIP","Alumni","Subway BAL YAIP 2012-2013","21251","Subway","Other",261,"1993-10-28","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC320","2012 - 2013","Chicago","Alumni","JP Morgan Chase Securities LLC CHI 2012-2013","60603","JP Morgan Chase & Co.","Financial Services",600,"1994-04-20","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"The UA is valuable because they treat the interns like adults and show us how the real world is."
"UADC260","2012 - 2013","DC - Year Round High School Program","Alumni","Cesar Chavez Public Charter School - Marketing 2012-2013","20003","Cesar Chavez Public Charter School","Education",538,"1995-04-22","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance has not only provided me with professional training, but with a better understanding of the working field and its many possibilities. The skills and knowledge gained through UA have matured my way of thinking and enhanced my take toward the future. "
"UADC281","2012 - 2013","DC - Year Round High School Program","Alumni","Corporation for National and Community Service 2012-2013","20005","Corporation for National and Community Service","Non-profit",547,"1994-03-15","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Black","F","Luke C. Moore Academy Senior High School",1,0.994505,0.37,NA,"20017",1,NA,NA,NA,"My experience at Urban Alliance was a learning experience because you learn a lot about your self while in the program. Urban Alliance taught me how important being on time was, because before this  no one could pay me to be on time to anything because I procrastonate way too much. Finally the program is all about networking and taking advantage of a great oppritunity,"
"UADC423","2012 - 2013","Baltimore","Alumni","Y of Central Maryland BAL Cecil Elementary RTS 2012-2013","21218","Y of Central Maryland","Non-profit",350,"1994-07-29","21215",34471,0.555,0.102,0.123,0.064,0.268,0.223,0.171,0.118,"Black","F","The Academies at Frederick Douglass High School",1,0.93,0.5742,NA,"21217",1,NA,NA,NA,""
"UADC514","2012 - 2013","DC - Year Round High School Program","Terminated Student - Performance Based","United States Chamber of Commerce DC Hiring Our Heroes 2012-2013","20062","United States Chamber of Commerce","Financial Services",215,"1995-02-14","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Spingarn Senior High School",1,0.59,0.65,NA,"20002",0,NA,NA,NA,""
"UADC301","2012 - 2013","Baltimore","Alumni","Habitat for Humanity BAL 2012-2013","21227","Habitat for Humanity of the Chesapeake","Non-profit",413,"1993-05-26","21201",27465,0.588,0.062,0.086,0.052,0.222,0.308,0.454,0.082,"Black","M","W.E.B. DuBois High School",0,0.816,0.5862,0.396,"21214",1,NA,NA,NA,""
"UADC321","2012 - 2013","Chicago","Alumni","JP Morgan Chase Securities LLC CHI 2012-2013","60603","JP Morgan Chase & Co.","Financial Services",548,"1995-02-13","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","M","Hubbard High School",0,0.979,0.92,0.6,"60629",1,NA,NA,NA,"Urban Alliance has made me into a more confident and professional person. It gave me more experience for the real world."
"UADC233","2012 - 2013","Baltimore","Alumni","ARC Baltimore 2012-2013","21212","ARC Baltimore","Non-profit",389,"1995-12-21","21212",61912,0.69,0.06,0.054,0.046,0.129,0.08,0.532,0.097,"Black","M","REACH Partnership",1,0.866,0.6842,0.455,"21213",1,NA,NA,NA,""
"UADC283","2012 - 2013","DC - Year Round High School Program","Alumni","Danaher Corporation DC 2012-2013","20036","Danaher Corporation","Other",458,"1995-10-25","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance is valuable to me because it expresses to you the ends and outs of life as well as the corporate world. Urban Alliance is a family I felt comfortable and supported in everything that I have done within the program. Urban Alliance not only gave me an eye opener to life but it helped me also find myself. And for that I thank you all for this opprotunity. "
"UADC426","2012 - 2013","DC - Year Round High School Program","Alumni","YWCA National Capital Area DC 2012-2013","20009","YWCA National Capital Area","Non-profit",398,"1995-03-24","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",1,NA,NA,NA,"Urban Alliance has made a major impact on my life. They not only gave me a job but they help prepare me for school and expereience into the goverment. They never gave up on me."
"UADC494","2012 - 2013","Chicago","Terminated Student - Self Removed","Nuveen CHI 2012-2013","60606","Nuveen","Financial Services",154,"1994-09-12","60632",38545,0.661,0.107,0.033,0.076,0.232,0.209,0.085,0.096,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",0,NA,NA,NA,""
"UADC481","2012 - 2013","DC - Year Round High School Program","Alumni","Marriott DC Ritz Carlton Georgetown 2012-2013","20007","Marriott","Hospitality",532,"1995-09-06","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Hispanic/Latino","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",0,NA,NA,NA,""
"UADC437","2012 - 2013","Baltimore - YAIP","Terminated Student - Self Removed","Baltimore Fashion Week BAL YAIP 2012-2013","21202","Baltimore Fashion Week","Other",NA,"1993-08-14","21287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Multiracial","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC396","2012 - 2013","DC - Year Round High School Program","Alumni","The Advisory Board Company 2012-2013","20037","The Advisory Board Company","Legal & Professional Services",449,"1995-07-16","20005",81864,0.838,0.036,0.016,0.002,0.025,0.044,0.753,0,"Hispanic/Latino","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",1,NA,NA,NA,"It was a great opportunity for me to mature and be responsible as I entered the professional world. It opened doors for me, I gained more skills, and expanded my resume. To be able to work in an office building as my first official job is not what young students are given the chance to do, so I feel lucky to have done it. Also, I never realized how committed I could be to something until now. "
"UADC335","2012 - 2013","Baltimore","Alumni","Marriott BAL Waterfront 2012-2013","20817","Marriott","Hospitality",429,"1994-12-14","21205",25522,0.545,0.135,0.221,0.096,0.397,0.302,0.063,0.218,"Black","F","REACH Partnership",1,0.866,0.6842,0.455,"21213",1,NA,NA,NA,"UA Helps you w/ everything , u can name it really prepare you in the professional world & college & your career pathway. It also helps you learn how to save money A LOT!!! "
"UADC489","2012 - 2013","Baltimore - YAIP","Terminated Student - Performance Based","Morgan State University EDAC BAL YAIP 2012-2013","21251","Morgan State University","Education",194,"1991-11-20","21229",45055,0.668,0.096,0.068,0.044,0.193,0.138,0.165,0.127,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
